scene_name,local_class,candidate_global_person_id,split,reid_split,approved,manual_name_or_id,notes
footpath1_p2_sc+gl_1walk+check_mv_11_12_2024_1_label,02,person_02,val,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1walk_tray_mv_ly_11_07_2024_1_label,01,person_01,val,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_5walk+talk+push_st_ly_11_06_2024_2_label,01,person_01,val,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_5walk+talk+push_st_ly_11_06_2024_2_label,02,person_02,val,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_5walk+talk+push_st_ly_11_06_2024_2_label,05,person_05,val,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_5walk+talk+push_st_ly_11_06_2024_2_label,09,person_09,val,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_5walk+talk+push_st_ly_11_06_2024_2_label,10,person_10,val,train,1,person_10,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_p1_nj+mk+gl_1walk+check_mv_11_12_2024_1_label,01,person_01,test,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
footpath1_p1_oj+mk+gl_1walk+check_st_11_12_2024_1_label,01,person_01,test,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_straw_3pick_diff_st_10_24_2024_5_a_label,01,person_01,test,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_straw_3pick_diff_st_10_24_2024_5_a_label,02,person_02,test,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
in_straw_3pick_diff_st_10_24_2024_5_a_label,06,person_06,test,reserved_test,0,person_06,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,01,person_01,test,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,02,person_02,test,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_straw_1push_1walk_1swap_st_11_07_2024_1_b_label,05,person_05,test,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_1_label,01,person_01,test,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_1_label,02,person_02,test,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_1_label,05,person_05,test,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_1push_3carry_st_ly_11_06_2024_1_label,09,person_09,test,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_2_label,01,person_01,test,reserved_test,0,person_01,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_2_label,02,person_02,test,reserved_test,0,person_02,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_2_label,05,person_05,test,reserved_test,0,person_05,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
out_vine_4swap+walk_st_ly_11_06_2024_2_label,09,person_09,test,reserved_test,0,person_09,"Confirmed by Prabuddhi: annotation Class is a global person identity; Stage 1 uses identity-disjoint ReID splits. approved=0 for reserved_test means deliberately excluded, not invalid."
